inchi_key,canonical_smiles,name,manual_label,source,reason
YYVYAPXYZVYDHN-UHFFFAOYSA-N,O=C1C(=O)c2ccccc2-c2ccccc21,"9,10-phenanthrenequinone",,non_drug,IUPAC chemistry name
XSOKHXFFCGXDJZ-UHFFFAOYSA-N,[Te-2],cadmium telluride,,non_drug,semiconductor
WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[n+]1cccc(C(=O)[O-])c1,trigonelline,0.0,expert_curation,Methylnicotinic acid - safe
MHVJRKBZMUDEEV-UHFFFAOYSA-N,C=CC1(C)C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,pimaric acid,0.0,expert_curation,Pine diterpene - safe at low doses
AIZFEOPQVZBNGH-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,bentazepam,1.0,expert_curation,Benzodiazepine - LiverTox B hepatic injury
QOZFCKXEVSGWGS-UHFFFAOYSA-N,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,4-hydroxyestradiol,,non_drug,estrogen metabolite
DTGZHCFJNDAHEN-UHFFFAOYSA-N,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21,cephaelin,1.0,expert_curation,Emetine - listed
WQCWELFQKXIPCN-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,isosalipurposide,0.0,expert_curation,Tannin - safe
NYHBQMYGNKIUIF-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,Guanosine,0.0,expert_curation,Nucleoside - safe
LELBFTMXCIIKKX-UHFFFAOYSA-N,CCC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,mitragynine,1.0,expert_curation,Listed
PIMZUZSSNYHVCU-UHFFFAOYSA-N,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,picrotoxinin,1.0,expert_curation,GABA antagonist - hepatic in toxicity
XDOTVMNBCQVZKG-UHFFFAOYSA-N,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,thiodicarb,1.0,expert_curation,Carbamate - hepatic effects
CFMYXEVWODSLAX-UHFFFAOYSA-N,NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)CO,Tetrodotoxin,1.0,expert_curation,Hepatic effects
KYFBXCHUXFKMGQ-UHFFFAOYSA-N,CC(C)=CCc1c(O)ccc2c1OC(c1ccc(O)cc1)CC2=O,isobavachin,1.0,expert_curation,Psoralea - LiverTox B documented hepatic injury
SDIVYZXRQHWCKF-UHFFFAOYSA-N,O=c1c2ccccc2nc2n1CCC2O,vasicinone,1.0,expert_curation,Adhatoda alkaloid - hepatic effects in toxicity
AERBNCYCJBRYDG-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(O)C(O)C(N)CO,phytosphingosine,0.0,expert_curation,Endogenous lipid
JETQIUPBHQNHNZ-OAYJICASSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,CHEMBL1256734,,non_drug,ChEMBL ID only
XDEURYRPQDIBSL-UHFFFAOYSA-N,O=C1C=C2CCNC2=CC1=O,aminochrome 1,,non_drug,Dopamine oxidation product - endogenous
MQZIGYBFDRPAKN-UHFFFAOYSA-N,CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,astaxanthine,0.0,expert_curation,Carotenoid - safe
ACNHBCIZLNNLRS-UHFFFAOYSA-N,CC(C)(O)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O,paxilline,1.0,expert_curation,Tremorgenic mycotoxin
YWXYYJSYQOXTPL-KVTDHHQDSA-N,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,CHEMBL4076736,,non_drug,ChEMBL ID only
OUADMZZEIRSDSG-UHFFFAOYSA-N,COC12C(CO)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,10-decarbamoylmitomycin C,1.0,expert_curation,Mitomycin analog - hepatic
SONNWYBIRXJNDC-UHFFFAOYSA-N,CNCC(O)c1cccc(O)c1,Phenylephrine,1.0,expert_curation,Sympathomimetic - LiverTox C
XLTANAWLDBYGFU-UHFFFAOYSA-N,CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,methyllycaconitine,1.0,expert_curation,Aconitum - hepatic neurotoxic
ASXGJMSKWNBENU-UHFFFAOYSA-N,CCCN(CCC)C1CCc2cccc(O)c2C1,8-Hydroxy-2-(di-n-propylamino)tetralin,,non_drug,IUPAC chemistry name
NAAJVHHFAXWBOK-UHFFFAOYSA-N,CC(C)=CC(=O)CC(C)c1ccc(C)cc1,ar-turmerone,1.0,expert_curation,Turmeric - hepatic effects (curcumin family)
WFUGQJXVXHBTEM-UHFFFAOYSA-N,CCC(C)(OO)OOC(C)(CC)OO,methyl ethyl ketone peroxide,1.0,expert_curation,Industrial - hepatic
QMGVPVSNSZLJIA-UHFFFAOYSA-N,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,Strychnine,1.0,expert_curation,LiverTox - hepatic effects in toxicity
RGZSQWQPBWRIAQ-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,bisabolol,0.0,expert_curation,Listed safe
MAYJEFRPIKEYBL-UHFFFAOYSA-N,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,obacunone,1.0,expert_curation,Limonoid - hepatic effects
ACTRVOBWPAIOHC-XIXRPRMCSA-N,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,CHEMBL1201073,,non_drug,ChEMBL ID only
NZHGWWWHIYHZNX-UHFFFAOYSA-N,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,tranilast,1.0,expert_curation,Antifibrotic - LiverTox B hepatic injury
AADCDMQTJNYOSS-UHFFFAOYSA-N,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,eticlopride,,non_drug,D2 antagonist research compound
YGYAWVDWMABLBF-UHFFFAOYSA-N,O=C(Cl)Cl,Phosgene,1.0,expert_curation,Industrial poison - severe hepatic injury
IFFPICMESYHZPQ-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,CHEMBL24072,,non_drug,ChEMBL ID only
SZINUGQCTHLQAZ-UHFFFAOYSA-N,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,cyclopiazonic acid,1.0,expert_curation,Mycotoxin - hepatic effects
SDCUWFRXMLQNCS-UHFFFAOYSA-N,CC12CC(c3ccc(OCCCCCS(=O)(=O)CCCC(F)(F)C(F)(F)F)cc3)C3c4ccc(O)cc4CCC3C1CCC2O,RU 58668,0.0,expert_curation,Research compound
