inchi_key,canonical_smiles,name,manual_label,source,reason
SOEDEYVDCDYMMH-UHFFFAOYSA-N,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,robinetin,0.0,expert_curation,Flavonoid - safe
LBTVHXHERHESKG-UHFFFAOYSA-N,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,tetrahydrocurcumin,0.0,expert_curation,Curcumin metabolite - safe
CCKWMCUOHJAVOL-UHFFFAOYSA-N,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7-hydroxy-4-trifluoromethylcoumarin,,non_drug,lab metabolite
QAUUDNIGJSLPSX-UHFFFAOYSA-N,CC(=O)Oc1ccc([N+](=O)[O-])cc1,4-nitrophenyl acetate,,non_drug,lab probe
PRKWVSHZYDOZLP-UHFFFAOYSA-N,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,CHEMBL7797,,non_drug,ChEMBL ID only
YCVPRTHEGLPYPB-UHFFFAOYSA-N,Oc1cc(O)cc(C=Cc2ccccc2)c1,pinosylvin,0.0,expert_curation,Pine stilbene - safe at low doses
JUVHVMCKLDZLGN-TVNFHGJBSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CS[C@H]12)c1nsc(N)n1,CHEMBL1614665,,non_drug,ChEMBL ID only
MFFMDFFZMYYVKS-SECBINFHSA-N,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422,,non_drug,ChEMBL ID only
QUNWUDVFRNGTCO-UHFFFAOYSA-N,Cn1c(=O)[nH]c2ncn(C)c2c1=O,"1,7-dimethylxanthine",1.0,expert_curation,Paraxanthine - safe in moderate dose; mark 0
LJJCYRVBDASIDX-DEOSSOPVSA-N,CN(C)c1ccc2cc(C(=O)N[C@@H](CCCNC(=N)CCl)C(=O)NCc3ccccc3)ccc2c1,CHEMBL3682418,,non_drug,ChEMBL ID only
AYOHIQLKSOJJQH-UHFFFAOYSA-N,CCCC[SnH2]CCCC,di-n-butyltin,,non_drug,industrial organotin
YVPXVXANRNDGTA-UHFFFAOYSA-N,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,cepharanthine,1.0,expert_curation,Stephania - hepatic effects in high dose
USAWSWBIFACPGD-UHFFFAOYSA-N,O=S(=O)(O)CCNBr,N-bromotaurine,,non_drug,lab oxidant
AHGMXAFUHVRQAD-UHFFFAOYSA-N,COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],acifluorfen-methyl,1.0,expert_curation,Herbicide - LiverTox B hepatic carcinogen
YUFCOOWNNHGGOD-UHFFFAOYSA-N,Nc1nc2c(nc(Br)n2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,8-bromocyclic GMP,0.0,expert_curation,Research nucleotide analog
RNIADBXQDMCFEN-UHFFFAOYSA-N,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,meclocycline,1.0,expert_curation,Tetracycline class - hepatotoxicity
NTCPGTZTPGFNOM-UHFFFAOYSA-N,CNC(C)Cc1ccc(O)c(O)c1,alpha-methylepinine,1.0,expert_curation,Research catecholamine - hepatic
OLNJUISKUQQNIM-UHFFFAOYSA-N,O=Cc1c[nH]c2ccccc12,indole-3-carbaldehyde,,non_drug,indole metabolite
XZNDKAUHJQWCTR-AATRIKPKSA-N,Oc1cc(O)cc(/C=C/c2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)c1,CHEMBL4081795,,non_drug,ChEMBL ID only
XKKCQTLDIPIRQD-JGVFFNPUSA-N,Cc1cn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL444314,,non_drug,ChEMBL ID only
GGCUJPCCTQNTJF-UHFFFAOYSA-N,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,4-oxoretinoic acid,1.0,expert_curation,Retinoid metabolite
MPNFMCAOBNNFJF-UHFFFAOYSA-N,c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1,Benzofurans,,non_drug,generic chemical class
DUYSYHSSBDVJSM-UHFFFAOYSA-N,CCCCCCCCCCCCCC=CC(O)C(N)COP(=O)(O)O,sphingosine 1-phosphate,0.0,expert_curation,Endogenous lipid
CIGQQQTZOIDQQR-FGSPNWDHSA-N,C[C@]12C=C[C@@]3(CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]3CC1)C2,CHEMBL4444256,,non_drug,ChEMBL ID only
DMUAPQTXSSNEDD-QALJCMCCSA-N,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,mydecamycin,1.0,expert_curation,Macrolide - hepatic injury
NLTUCYMLOPLUHL-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C1O,adenosine 5'-O-(3-thiotriphosphate),0.0,expert_curation,ATP analog research
RARQGXBOCXOJPM-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,hexadecafluoro-nonanoic acid,,non_drug,PFOA - LiverTox C (industrial)
MJQUEDHRCUIRLF-UHFFFAOYSA-N,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3,bryostatin 1,1.0,expert_curation,PKC modulator clinical trials - hepatic effects
HMBUZXLDGPYXCY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(I)C=O,2-iodohexadecanal,0.0,expert_curation,Iodinated lipid - lab/research
AAZMHPMNAVEBRE-UHFFFAOYSA-N,Nc1ncnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(O)OC2C1O,"8-((4-chlorophenyl)thio)cyclic-3',5'-AMP",,non_drug,IUPAC chemistry name
XWIYFDMXXLINPU-UHFFFAOYSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,aflatoxin G1,1.0,expert_curation,LiverTox A - aflatoxin
DKZBBWMURDFHNE-UHFFFAOYSA-N,COc1cc(C=CC=O)ccc1O,coniferaldehyde,0.0,expert_curation,Phenylpropanoid - safe
CIHBFWGGJXFNKH-UHFFFAOYSA-N,COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1,CHEMBL4083174,,non_drug,ChEMBL ID only
PUQSUZTXKPLAPR-UHFFFAOYSA-N,OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,gastrodin,0.0,expert_curation,Gastrodia - safe at therapeutic doses
VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)c2c(O)cccc2C1=O,plumbagin,1.0,expert_curation,Hepatotoxic naphthoquinone
NDCAAPXLWRAESY-UHFFFAOYSA-N,O=CC=CC=CC=O,muconaldehyde,,non_drug,lab compound
QPFYXYFORQJZEC-FOCLMDBBSA-N,Nc1ccc(/N=N/c2ccccc2)c(N)n1,CHEMBL1242,,non_drug,ChEMBL ID only
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CCC,Propane,,non_drug,element / inorganic substance
XUAAAHFMBMDZCQ-UHFFFAOYSA-N,COc1c(Cl)c(C)c(C=O)c(O)c1CC=C(C)C=CC1(C)C(C)CCC(=O)C1C,4-O-methylascochlorin,0.0,expert_curation,Listed
LWCKQMHMTSRRAA-UHFFFAOYSA-N,CC1=CCCC2=CC(OC2=O)c2c(C)coc2C1,linderalactone,0.0,expert_curation,Listed safe
ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,tangeretin,1.0,expert_curation,"Polymethoxyflavone - safe at dietary, mark 0"
DLEDLHFNQDHEOJ-UHFFFAOYSA-N,C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=Cc1ccccc1,mezerein,1.0,expert_curation,Daphne diterpene - hepatotoxic
XPSAGIQSESMIJK-UHFFFAOYSA-N,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,CHEMBL4545044,,non_drug,ChEMBL ID only
LSUTUUOITDQYNO-UHFFFAOYSA-N,COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c(CC(C)OC(=O)c6ccccc6)c(c(c1CC(C)OC(=O)Oc1ccc(O)cc1)c23)c54,calphostin C,1.0,expert_curation,PKC inhibitor - hepatic effects
GHARBPKRUUKTCI-UHFFFAOYSA-N,OC1C=Cc2cc3ccc4cccc5ccc(c2C1O)c3c45,"9,10-dihydro-9,10-dihydroxybenzo(a)pyrene",,non_drug,IUPAC chemistry name
PCZZRBGISTUIOA-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,eckol,1.0,expert_curation,Marine polyphenol - safe
YQCQEXWXRQQMAR-UHFFFAOYSA-N,CS(=O)(=O)c1cc(Cl)ccc1C(=C(Cl)Cl)c1ccc(Cl)cc1,"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",,non_drug,IUPAC chemistry name
NHFGEHLUROYMEB-UHFFFAOYSA-N,O=c1oc(-c2ccc(O)c(O)c2)cc2cc(O)cc(O)c12,thunberginol B,0.0,expert_curation,Listed
YNDXUCZADRHECN-UHFFFAOYSA-N,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,Triamcinolone Acetonide,1.0,expert_curation,Corticosteroid - LiverTox B
RTRQQBHATOEIAF-UHFFFAOYSA-N,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,acadesine,0.0,expert_curation,AICAR therapeutic - LiverTox C
WWPITPSIWMXDPE-UHFFFAOYSA-N,CC(N)Cc1ccc(Cl)cc1,p-Chloroamphetamine,1.0,expert_curation,Hepatotoxic amphetamine
UKTDZTRUMWTDID-UHFFFAOYSA-N,CC(NC(=O)N(CCCl)N=O)C(N)=O,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,,non_drug,IUPAC chemistry name
DSCFFEYYQKSRSV-UHFFFAOYSA-N,COC1C(O)C(O)C(O)C(O)C1O,pinitol,0.0,expert_curation,Plant sugar - safe
TXXHDPDFNKHHGW-UHFFFAOYSA-N,O=C(O)C=CC=CC(=O)O,muconic acid,0.0,expert_curation,Metabolite - safe
XHKFBADIZIDYBU-MLFVOLAISA-N,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CHEMBL2106658,,non_drug,ChEMBL ID only
YOSRLTNUOCHBEA-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,chikusetsu saponin IVa,,non_drug,industrial/lab/non-drug chemical
RLDVZILFNVRJTL-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,ginsenoside Rd,1.0,expert_curation,Hepatic effects mild - mark 0
VQLPLYSROCPWFF-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,"3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer",,non_drug,IUPAC chemistry name
MBRLOUHOWLUMFF-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1CC=C(C)C,osthol,0.0,expert_curation,Cnidium coumarin - safe at moderate
SWTYBBUBEPPYCX-UHFFFAOYSA-N,CCC=CCC(O)C=CC=CCC=CCC=CCC=CCCC(=O)O,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",,non_drug,IUPAC chemistry name
UWYHMGVUTGAWSP-JKIFEVAISA-N,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL819,,non_drug,ChEMBL ID only
XUCIJNAGGSZNQT-JHSLDZJXSA-N,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,CHEMBL461727,,non_drug,ChEMBL ID only
ZSLZBFCDCINBPY-UHFFFAOYSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,Acetyl Coenzyme A,0.0,expert_curation,Endogenous metabolite
RLGHFVLWYYVMQZ-UHFFFAOYSA-N,O=C1C=CCC(C=Cc2ccccc2)O1,goniothalamin,1.0,expert_curation,Goniothalamus styrylpyrone - hepatic effects in animal studies
NIOHELZQFBGCEO-UHFFFAOYSA-N,NC(=Nc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,phenylamil,1.0,expert_curation,Amiloride analog - hepatic
MBLBDJOUHNCFQT-UHFFFAOYSA-N,CC(=O)NC(C=O)C(O)C(O)C(O)CO,Acetylglucosamine,1.0,expert_curation,Safe supplement
RAJWOBJTTGJROA-UHFFFAOYSA-N,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,"androstane-3,17-dione",,non_drug,IUPAC chemistry name
DBGIGCPMDDYXHL-NZLSNVTPSA-N,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](COC[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](COC[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,CHEMBL1276258,,non_drug,ChEMBL ID only
IPBVNPXQWQGGJP-UHFFFAOYSA-N,CC(=O)Oc1ccccc1,Acetates,,non_drug,generic chemical class
GFIJNRVAKGFPGQ-UILVTTEASA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL4073387,,non_drug,ChEMBL ID only
CWSLXJMVCZTXGK-UHFFFAOYSA-N,CC1=C2C3OC34CCC3C(C)(C)CCCC3(C)C4C3OC23OC1O,17-hydroxyjolkinolide B,,non_drug,Euphorbia diterpene research
NGOHTJBYABHJKF-UHFFFAOYSA-O,CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1,CHEMBL68332,,non_drug,ChEMBL ID only
MJIHNNLFOKEZEW-RUZDIDTESA-N,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,CHEMBL1201863,,non_drug,ChEMBL ID only
DBRXOUCRJQVYJQ-UHFFFAOYSA-N,CC1=C(CO)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1,withaferin A,0.0,expert_curation,Listed
NMWSKOLWZZWHPL-UHFFFAOYSA-N,Clc1cccc(-c2ccccc2)c1,aroclor 1221,,non_drug,PCB mixture
