inchi_key,canonical_smiles,name,manual_label,source,reason
UDNIFTKCMDIXFC-UHFFFAOYSA-N,CCCNC(=O)C(O)CC(=O)NC(C(=O)N1CCCC1C(=O)O)C(C)CC,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,,non_drug,IUPAC chemistry name
ARCJQKUWGAZPFX-UHFFFAOYSA-N,c1ccc(C2OC2c2ccccc2)cc1,stilbene oxide,,non_drug,industrial/lab/non-drug chemical
PFTAWBLQPZVEMU-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,Catechin,,non_drug,industrial/lab/non-drug chemical
TUSDEZXZIZRFGC-UHFFFAOYSA-N,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,corilagin,0.0,expert_curation,Tannin - safe at dietary
PBCLOVRWBLGJQA-UHFFFAOYSA-N,C=CC(O)CC#N,1-cyano-2-hydroxy-3-butene,,non_drug,industrial reactive nitrile
OQIQSTLJSLGHID-WNWIJWBNSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,CHEMBL1697694,,non_drug,ChEMBL ID only
LPMXVESGRSUGHW-UHFFFAOYSA-N,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,Ouabain,1.0,expert_curation,Listed
RLFKILXOLJVUNF-UHFFFAOYSA-N,COCc1c(C(=O)OC(C)C)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12,CHEMBL454095,,non_drug,ChEMBL ID only
CFWRDBDJAOHXSH-UHFFFAOYSA-N,CC(=O)OCC(COP(=O)(O)OCCN)OC(C)=O,phosphatidylethanolamine,,non_drug,industrial/lab/non-drug chemical
ITAMRBIZWGDOHW-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,CHEMBL285855,,non_drug,ChEMBL ID only
MRAUNPAHJZDYCK-UHFFFAOYSA-N,NC(=NCCCC(N)C(=O)O)N[N+](=O)[O-],Nitroarginine,0.0,expert_curation,L-NNA research - hepatic mild
OQGWJZOWLHWFME-UHFFFAOYSA-N,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,CHEMBL58355,,non_drug,ChEMBL ID only
HGVVOUNEGQIPMS-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2,procyanidin,,non_drug,industrial/lab/non-drug chemical
YGUFCDOEKKVKJK-UHFFFAOYSA-N,CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1,CHEMBL4060033,,non_drug,ChEMBL ID only
PLIUCYCUYQIBDZ-UHFFFAOYSA-N,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CCO,4-oxoretinol,1.0,expert_curation,Retinoid metabolite
WOFMFGQZHJDGCX-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,mometasone furoate,1.0,expert_curation,Inhaled corticosteroid - LiverTox C
WFKWXMTUELFFGS-UHFFFAOYSA-N,[W],Tungsten,,non_drug,element / inorganic substance
ORQFDHFZSMXRLM-UHFFFAOYSA-N,COc1ccc(CC(C)C(C)Cc2ccc(OC)c(OC)c2)cc1OC,terameprocol,1.0,expert_curation,EM-1421 NDGA derivative - hepatic effects in trials
IOUVKUPGCMBWBT-UHFFFAOYSA-N,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,Phlorhizin,1.0,expert_curation,SGLT2 inhibitor precursor - hepatic
FYQXODZRNSCOTR-CTYKUZNLSA-N,C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O,CHEMBL499815,,non_drug,ChEMBL ID only
XMOCLSLCDHWDHP-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,gallocatechol,0.0,expert_curation,Catechin - safe
PBBGSZCBWVPOOL-UHFFFAOYSA-N,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,Hexestrol,1.0,expert_curation,Synthetic estrogen withdrawn - hepatic effects
NEWMWGLPJQHSSQ-UHFFFAOYSA-N,CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(CC(C)C3C12C)OC(O)C1(C)OC41,actein,1.0,expert_curation,Black cohosh - LiverTox C
LPLVUJXQOOQHMX-UHFFFAOYSA-N,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Glycyrrhizic Acid,0.0,expert_curation,Licorice - safe at moderate doses
IYRGXJIJGHOCFS-UHFFFAOYSA-N,Cc1ccc2ccc3ccc(C)nc3c2n1,neocuproine,,non_drug,lab chelator
LBAKRKFCEDSAKC-UHFFFAOYSA-N,Cc1cc(OCCO)ccc1-c1cccc(CNc2ccc(OCC(=O)O)c(F)c2)c1,CHEMBL4534840,,non_drug,ChEMBL ID only
KYHUYMLIVQFXRI-XYUQHQMCSA-N,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,CHEMBL2304286,,non_drug,ChEMBL ID only
OMZRMXULWNMRAE-BMRADRMJSA-N,COC(=O)/C(=C1/OC(=O)C(c2ccccc2)=C1O)c1ccccc1,CHEMBL463212,,non_drug,ChEMBL ID only
VAPDZNUFNKUROY-UHFFFAOYSA-N,Oc1c(I)cc(I)cc1I,"2,4,6-triiodophenol",,non_drug,lab compound
ZBQZBWKNGDEDOA-UHFFFAOYSA-N,O=C1OC2(c3ccccc31)c1cc([N+](=O)[O-])c(O)c(Br)c1Oc1c2cc([N+](=O)[O-])c(O)c1Br,Eosine I Bluish,,non_drug,lab dye
NBHPRWLFLUBAIE-UHFFFAOYSA-N,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,CHEMBL245621,,non_drug,ChEMBL ID only
ASMXXROZKSBQIH-UHFFFAOYSA-N,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,aclidinium bromide,1.0,expert_curation,Anticholinergic - LiverTox C
JTJJGVCUEGCBHL-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,PR 39,,non_drug,research peptide
IYOZTVGMEWJPKR-UHFFFAOYSA-N,CC(N)C1CCC(C(=O)Nc2ccncc2)CC1,Y 27632,,non_drug,ROCK inhibitor research
ZKZXNDJNWUTGDK-UHFFFAOYSA-N,O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,,non_drug,IUPAC chemistry name
OJISWRZIEWCUBN-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,geranylgeraniol,0.0,expert_curation,Isoprenoid - safe
ILEDWLMCKZNDJK-UHFFFAOYSA-N,O=c1ccc2cc(O)c(O)cc2o1,esculetin,0.0,expert_curation,Coumarin - safe
YPZRWBKMTBYPTK-UHFFFAOYSA-N,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,Glutathione Disulfide,,non_drug,endogenous
VOZHMAYHYHEWBW-UHFFFAOYSA-N,CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,bufotalin,1.0,expert_curation,Bufadienolide - hepatotoxic
NHJVRSWLHSJWIN-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c(S(=O)(=O)O)c([N+](=O)[O-])c1,Trinitrobenzenesulfonic Acid,,non_drug,industrial/lab/non-drug chemical
JADDQZYHOWSFJD-UHFFFAOYSA-N,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,Adenosine-5'-(N-ethylcarboxamide),1.0,expert_curation,NECA research - hepatic
CMUNUTVVOOHQPW-UHFFFAOYSA-N,C[N+]1(C)CCCC1C(=O)[O-],stachydrine,0.0,expert_curation,Betaine - safe
QFFCYTLOTYIJMR-UHFFFAOYSA-N,CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,Promegestone,1.0,expert_curation,Progestin - LiverTox C
WBBLIRPKRKYMTD-UHFFFAOYSA-N,O=C(O)COc1cccc2c1CCC=C2CCON=C(c1ccccc1)c1cccnc1,ONO 1301,1.0,expert_curation,Prostacyclin agonist - hepatic effects
WCPAKWJPBJAGKN-UHFFFAOYSA-N,c1conn1,Oxadiazoles,,non_drug,generic chemical class
XJSFLOJWULLJQS-UHFFFAOYSA-N,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,Josamycin,1.0,expert_curation,Macrolide - LiverTox C hepatotoxicity
PWAOOJDMFUQOKB-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,ginsenoside Re,1.0,expert_curation,Hepatic effects mild - mark 0
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Cc1ccc(NC(=O)N(C)C)cc1Cl,chlortoluron,1.0,expert_curation,Herbicide - hepatic effects
IHLSBQVBFDTNTC-UHFFFAOYSA-N,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1OC,"5-hydroxy-7,8-dimethoxyflavone",,non_drug,IUPAC chemistry name
VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(O)C=CC(=O)O,fumaric acid,0.0,expert_curation,Natural diacid - safe
YNZFFALZMRAPHQ-UHFFFAOYSA-N,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",,non_drug,IUPAC chemistry name
IPVFGAYTKQKGBM-BYPJNBLXSA-N,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,CHEMBL271475,,non_drug,ChEMBL ID only
HKMTVMBEALTRRR-UHFFFAOYSA-N,c1ccc2c(c1)Cc1c-2ccc2ccccc12,benzo(a)fluorene,,non_drug,PAH
YNVGQYHLRCDXFQ-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL2107431,,non_drug,ChEMBL ID only
GPHSJPVUEZFIDE-UHFFFAOYSA-N,CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,ptaquiloside,1.0,expert_curation,Bracken fern carcinogen - hepatic effects
DEZFNHCVIZBHBI-UHFFFAOYSA-N,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)C=Cc4ccccc4)c2O)OC(C)(C)C=C3)c1O,rottlerin,1.0,expert_curation,Mallotus - hepatotoxic
UJCHIZDEQZMODR-UHFFFAOYSA-N,CC(=O)NC(CS)C(N)=O,N-Acetylcysteinamide,0.0,expert_curation,Antioxidant
ZPTSRWNMMWXEHX-UHFFFAOYSA-N,C=C1CCC2C(C)(C)CCCC2(C)C1CO,albicanol,0.0,expert_curation,Sesquiterpene - safe
MUPFEKGTMRGPLJ-UHFFFAOYSA-N,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,Raffinose,0.0,expert_curation,Trisaccharide - safe
DRTQHJPVMGBUCF-UHFFFAOYSA-N,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,Uridine,0.0,expert_curation,Nucleoside - safe
QDLHCMPXEPAAMD-UHFFFAOYSA-N,COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O,Wortmannin,1.0,expert_curation,PI3K inhibitor - hepatotoxic
WJSYAZTYXSDFEV-UHFFFAOYSA-N,NC(=O)c1ccccc1S(=O)(=O)NCC(=O)Nc1ccc(O)cc1,CHEMBL4759922,,non_drug,ChEMBL ID only
KPTYXJLOWLVCMU-UHFFFAOYSA-N,OC1c2ccc3c(ccc4ccccc43)c2C2OC2C1O,"chrysene,2-diol-3,4-epoxide-1",,non_drug,IUPAC chemistry name
PYOUAIQXJALPKW-UHFFFAOYSA-N,Cc1ccc2[nH]cc(CCN)c2c1,5-methyltryptamine,,non_drug,research compound
GOJJWDOZNKBUSR-UHFFFAOYSA-N,NS(=O)(=O)OCCCCCCCOS(N)(=O)=O,CHEMBL182440,,non_drug,ChEMBL ID only
CPEUVMUXAHMANV-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,flubendazole,1.0,expert_curation,Anthelmintic - LiverTox C
JTVLYHXMPUSZIT-VKAVYKQESA-N,CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl,CHEMBL3137681,,non_drug,ChEMBL ID only
IBIPGYWNOBGEMH-UHFFFAOYSA-N,CC(=O)OCC1=CC2OC(=O)C3=COC(OC4OC(CO)C(O)C(O)C4O)C1C32,asperuloside,0.0,expert_curation,Listed safe
OXWHZARNAGLRFL-UHFFFAOYSA-N,O=C1C=Cc2ccc3c4c(ccc1c24)-c1ccccc1C3=O,"benzo(a)pyrene-1,6-quinone",,non_drug,IUPAC chemistry name
JEKMKNDURXDJAD-UHFFFAOYSA-N,CC12C=Cc3occc3C1CCC13CC(CCC12)C(O)(CO)C3,kahweol,0.0,expert_curation,Listed
JZVYPSLDMXOITF-UHFFFAOYSA-N,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)O,Leucomycins,1.0,expert_curation,Macrolide group - hepatic injury
YCXRBCHEOFVYEN-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,sciadopitysin,1.0,expert_curation,Biflavone - hepatic
QERYCTSHXKAMIS-UHFFFAOYSA-N,O=C(O)c1cccs1,CHEMBL1222314,,non_drug,ChEMBL ID only
ZRJBHWIHUMBLCN-UHFFFAOYSA-N,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,huperzine A,1.0,expert_curation,Hepatotoxic case reports
PRQROPMIIGLWRP-UHFFFAOYSA-N,CSCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,N-Formylmethionine Leucyl-Phenylalanine,,non_drug,fMLP lab peptide
GBMUQLAGEWYKTJ-UHFFFAOYSA-N,Cc1cc2c(cc1-n1c(C(F)(F)F)nc3cc(C(=O)O)ccc31)C(C)(C)CCC2(C)C,CHEMBL2332887,,non_drug,ChEMBL ID only
IMKHDCBNRDRUEB-UHFFFAOYSA-N,CC1(C)CCCC2(C)OC(=O)C=C12,dihydroactinidiolide,,non_drug,Volatile lactone biomarker
HGHOPAZIUPORIN-UHFFFAOYSA-N,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4)coc13)C=CC(C)(C)O2,warangalone,0.0,expert_curation,Plant flavone - safe
FDABVSXGAMFQQH-UHFFFAOYSA-N,COc1cc2c(cc1O)C(Cc1ccc(Oc3cc(CC4c5cc(O)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2,magnolin,0.0,expert_curation,Magnolia - safe
BOWVQLFMWHZBEF-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)NCCO,N-oleoylethanolamine,,non_drug,endocannabinoid
XDXWLKQMMKQXPV-QYQHSDTDSA-N,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,ELTROMBOPAG,1.0,expert_curation,LiverTox B - hepatic injury black box
ZXJJBDHPUHUUHD-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,"5,7,4'-trimethylapigenin",,non_drug,IUPAC chemistry name
CXAGHAZMQSCAKJ-WAHHBDPQSA-N,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,CHEMBL437526,,non_drug,ChEMBL ID only
UJCACMLMPLLRGW-UHFFFAOYSA-N,Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,tanshinone II A sodium sulfonate,,non_drug,Salvia injection - hepatic case reports (label 1)
DFMMVLFMMAQXHZ-UHFFFAOYSA-N,CC(C=O)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,apocarotenal,0.0,expert_curation,Safe carotenoid metabolite
CQIKWXUXPNUNDV-UHFFFAOYSA-N,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4C(=O)OC)C(CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C3C,Chlorophyll A,,non_drug,industrial/lab/non-drug chemical
HBNBMOGARBJBHS-UHFFFAOYSA-N,C[AsH]C,dimethylarsine,,non_drug,arsenic metabolite
GQEXVCVGAOTIEA-UHFFFAOYSA-N,CC(NCCCNc1ccnc2cc(Cl)ccc12)c1ccc(-c2csc3ccc(F)cc23)cc1,CHEMBL4447772,,non_drug,ChEMBL ID only
ATEFPOUAMCWAQS-UHFFFAOYSA-N,O=c1ccc2ccc(O)c(O)c2o1,daphnetin,0.0,expert_curation,Coumarin - safe
MRIAQLRQZPPODS-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,nobiletin,1.0,expert_curation,"Polymethoxyflavone - safe at dietary, mark 0"
